date,state,infected,landed flights,month
7/9/2020,DE,12531,69,November
7/9/2020,SD,7336,94,April
7/9/2020,MT,1466,95,August
7/9/2020,ND,4068,99,March
7/9/2020,CT,47209,101,September
7/9/2020,PR,8862,117,September
7/9/2020,WV,3826,119,September
7/9/2020,NJ,174240,201,December
7/9/2020,NE,20425,224,March
7/9/2020,NM,14017,290,December
7/9/2020,MA,110897,295,May
7/9/2020,KY,18245,326,December
7/9/2020,OR,11188,371,August
7/9/2020,ID,8969,430,July
7/9/2020,CO,35116,452,January
7/9/2020,IN,49575,512,January
7/9/2020,MI,75063,512,December
7/9/2020,MN,40163,574,July
7/9/2020,NY,399513,584,September
7/9/2020,MD,71447,586,September
7/9/2020,UT,27356,601,December
7/9/2020,NV,24904,603,May
7/9/2020,OK,18496,603,July
7/9/2020,VA,67988,613,March
7/9/2020,MS,33591,703,December
7/9/2020,PA,92867,719,August
7/9/2020,IA,33240,731,February
7/9/2020,MO,25999,795,December
7/9/2020,WI,37210,800,January
7/9/2020,WA,42974,842,March
7/9/2020,IL,151572,1018,October
7/9/2020,OH,61331,1150,March
7/9/2020,AR,26052,1540,February
7/9/2020,TN,57591,1605,February
7/9/2020,SC,50691,1782,March
7/9/2020,LA,71994,1843,December
7/9/2020,NC,79349,2039,October
7/9/2020,AL,49174,2212,September
7/9/2020,GA,106727,2837,May
7/9/2020,AZ,112671,4057,June
7/9/2020,CA,296499,7031,July
7/9/2020,FL,232718,8935,July
7/9/2020,TX,230346,9782,March
7/10/2020,VT,1277,5,March
7/10/2020,VI,153,9,April
7/10/2020,ME,3499,13,January
7/10/2020,WY,1790,16,January
7/10/2020,NH,5973,21,March
7/10/2020,HI,1130,36,March
7/10/2020,AK,1323,51,June
7/10/2020,DC,10743,64,February
7/10/2020,SD,7401,65,September
7/10/2020,RI,17312,69,November
7/10/2020,CT,47287,78,September
7/10/2020,ND,4152,84,October
7/10/2020,DE,12652,121,April
7/10/2020,MT,1593,127,February
7/10/2020,WV,3983,157,October
7/10/2020,NE,20623,198,November
7/10/2020,MA,111110,213,June
7/10/2020,NM,14251,234,July
7/10/2020,OR,11454,266,May
7/10/2020,PR,9137,275,February
7/10/2020,NJ,174628,388,June
7/10/2020,CO,35525,409,June
7/10/2020,KY,18670,425,June
7/10/2020,ID,9428,459,October
7/10/2020,MD,71910,463,May
7/10/2020,OK,19092,596,March
7/10/2020,MN,40767,604,April
7/10/2020,MI,75685,622,October
7/10/2020,IN,50300,725,August
7/10/2020,IA,33984,744,June
7/10/2020,AR,26803,751,August
7/10/2020,NY,400299,786,May
7/10/2020,WA,43815,841,March
7/10/2020,UT,28223,867,March
7/10/2020,WI,38099,889,August
7/10/2020,VA,68931,943,December
7/10/2020,KS,18611,993,April
7/10/2020,NV,25908,1004,February
7/10/2020,PA,93876,1009,November
7/10/2020,MS,34622,1031,August
7/10/2020,IL,152899,1327,November
7/10/2020,AL,50508,1334,April
7/10/2020,OH,62856,1525,May
7/10/2020,SC,52419,1728,May
7/10/2020,TN,59546,1955,August
7/10/2020,NC,81331,1982,January
7/10/2020,LA,74636,2642,December
7/10/2020,AZ,116892,4221,September
7/10/2020,GA,111211,4484,July
7/10/2020,CA,304297,7798,March
7/10/2020,TX,240111,9765,August
7/10/2020,FL,244151,11433,February
7/11/2020,GU,312,2,November
7/11/2020,VT,1283,6,May
7/11/2020,VI,167,14,May
7/11/2020,NH,5991,18,February
7/11/2020,ME,3520,21,October
7/11/2020,HI,1158,28,May
7/11/2020,WY,1839,49,August
7/11/2020,SD,7454,53,August
7/11/2020,DC,10801,58,October
7/11/2020,AK,1385,62,October
7/11/2020,MT,1677,84,May
7/11/2020,ND,4240,88,September
7/11/2020,DE,12743,91,April
7/11/2020,WV,4074,91,October
7/11/2020,NE,20777,154,November
7/11/2020,PR,9366,229,April
7/11/2020,MA,111398,288,March
7/11/2020,NM,14549,298,January
7/11/2020,NJ,174959,331,September
7/11/2020,OR,11851,397,November
7/11/2020,KY,19121,451,November
7/11/2020,ID,9928,500,April
7/11/2020,WA,44341,526,September
7/11/2020,MD,72467,557,June
7/11/2020,UT,28855,632,March
7/11/2020,IA,34647,663,January
7/11/2020,CO,36191,666,January
7/11/2020,MI,76370,685,April
7/11/2020,OK,19779,687,October
7/11/2020,NY,401029,730,April
7/11/2020,IN,51079,779,November
7/11/2020,MS,35419,797,April
7/11/2020,MN,41571,804,October
7/11/2020,PA,94689,813,April
7/11/2020,VA,69782,851,May
7/11/2020,NV,26838,930,October
7/11/2020,WI,39080,981,April
7/11/2020,MO,27133,1134,November
7/11/2020,IL,154094,1195,October
7/11/2020,OH,64214,1358,March
7/11/2020,AL,51947,1439,February
7/11/2020,TN,61006,1460,January
7/11/2020,LA,76803,2167,June
7/11/2020,SC,54699,2280,February
7/11/2020,NC,83793,2462,December
7/11/2020,AZ,119930,3038,September
7/11/2020,GA,114401,3190,May
7/11/2020,CA,312344,8047,October
7/11/2020,TX,250462,10351,September
7/11/2020,FL,254511,10360,January
7/12/2020,MP,33,2,November
7/12/2020,VT,1296,13,January
7/12/2020,VI,181,14,December
7/12/2020,ME,3539,19,March
7/12/2020,WY,1862,23,March
7/12/2020,NH,6024,33,August
7/12/2020,HI,1200,42,May
7/12/2020,SD,7499,45,October
7/12/2020,DC,10847,46,January
7/12/2020,DE,12804,61,December
7/12/2020,MT,1758,81,July
7/12/2020,ND,4331,91,February
7/12/2020,AK,1479,94,July
7/12/2020,WV,4207,133,February
7/12/2020,MA,111597,199,June
7/12/2020,NE,20998,221,October
7/12/2020,NM,14773,224,February
7/12/2020,KY,19389,268,June
7/12/2020,PR,9654,288,July
7/12/2020,MO,27443,310,October
7/12/2020,OR,12170,319,November
7/12/2020,WA,44675,334,May
7/12/2020,NJ,175298,339,May
7/12/2020,CO,36591,400,June
7/12/2020,MI,76776,406,October
7/12/2020,IA,35071,424,April
7/12/2020,OK,20235,456,February
7/12/2020,IN,51612,533,November
7/12/2020,ID,10505,577,January
7/12/2020,PA,95266,577,October
7/12/2020,UT,29484,629,November
7/12/2020,MD,73109,642,September
7/12/2020,NY,401706,677,August
7/12/2020,MN,42281,710,October
7/12/2020,WI,39877,797,April
7/12/2020,NV,27683,845,July
7/12/2020,MS,36287,868,May
7/12/2020,VA,70670,888,July
7/12/2020,IL,155048,954,August
7/12/2020,TN,61960,954,April
7/12/2020,LA,78122,1319,January
7/12/2020,OH,65592,1378,June
7/12/2020,AR,28367,1564,September
7/12/2020,AL,53587,1640,November
7/12/2020,NC,85701,1908,March
7/12/2020,SC,56648,1949,November
7/12/2020,GA,116926,2525,September
7/12/2020,AZ,122467,2537,December
7/12/2020,TX,258658,8196,August
7/12/2020,CA,320804,8460,August
7/12/2020,FL,269811,15300,April
7/13/2020,VT,1301,5,February
7/13/2020,ME,3558,19,March
7/13/2020,HI,1220,20,October
7/13/2020,SD,7524,25,May
7/13/2020,VI,206,25,December
7/13/2020,NH,6054,30,February
7/13/2020,WY,1904,42,April
7/13/2020,WV,4259,52,September
7/13/2020,DC,10906,59,November
7/13/2020,AK,1539,60,July
7/13/2020,DE,12879,75,January
7/13/2020,MT,1843,85,April
7/13/2020,ND,4433,102,October
7/13/2020,NE,21172,174,October
7/13/2020,RI,17487,175,February
7/13/2020,CT,47510,223,May
7/13/2020,NJ,175522,224,January
7/13/2020,MA,111827,230,June
7/13/2020,NM,15028,255,December
7/13/2020,KY,19653,264,December
7/13/2020,OR,12438,268,February
7/13/2020,CO,36913,322,July
7/13/2020,PR,10010,356,June
7/13/2020,MS,36680,393,July
7/13/2020,ID,10902,397,March
7/13/2020,MD,73527,418,January
7/13/2020,MI,77198,422,December
7/13/2020,IN,52037,425,June
7/13/2020,MO,27890,447,July
7/13/2020,IA,35529,458,February
7/13/2020,PA,95742,476,November
7/13/2020,MN,42772,491,September
7/13/2020,WI,40382,505,May
7/13/2020,OK,20745,510,April
7/13/2020,UT,30030,546,January
7/13/2020,NY,402263,557,September
7/13/2020,AR,28939,572,January
7/13/2020,NV,28515,832,April
7/13/2020,IL,155931,883,May
7/13/2020,VA,71642,972,October
7/13/2020,WA,45745,1070,June
7/13/2020,OH,66853,1261,May
7/13/2020,AZ,123824,1357,October
7/13/2020,KS,20058,1447,August
7/13/2020,SC,58168,1520,April
7/13/2020,LA,79827,1705,May
7/13/2020,NC,87528,1827,May
7/13/2020,AL,55545,1958,May
7/13/2020,TN,65274,3314,May
7/13/2020,GA,120569,3643,March
7/13/2020,TX,264313,5655,February
7/13/2020,CA,329162,8358,October
7/13/2020,FL,282435,12624,February
7/14/2020,VT,1305,4,June
7/14/2020,ME,3566,8,November
7/14/2020,NH,6068,14,August
7/14/2020,CT,47530,20,January
7/14/2020,HI,1243,23,May
7/14/2020,AK,1579,40,June
7/14/2020,DC,10946,40,February
7/14/2020,WY,1951,47,November
7/14/2020,SD,7572,48,April
7/14/2020,ND,4487,54,August
7/14/2020,DE,12969,90,August
7/14/2020,RI,17588,101,February
7/14/2020,MT,1952,109,November
7/14/2020,PR,10123,113,January
7/14/2020,WV,4407,148,May
7/14/2020,NE,21399,227,February
7/14/2020,NM,15291,263,February
7/14/2020,MA,112130,303,February
7/14/2020,IA,35849,320,October
7/14/2020,CO,37242,329,March
7/14/2020,OR,12805,367,September
7/14/2020,NJ,175915,393,November
7/14/2020,MN,43170,398,July
7/14/2020,UT,30478,448,March
7/14/2020,ID,11402,500,November
7/14/2020,KY,20223,570,September
7/14/2020,IN,52685,648,August
7/14/2020,MI,77864,666,April
7/14/2020,IL,156638,707,October
7/14/2020,MD,74260,733,January
7/14/2020,AR,29733,794,September
7/14/2020,VA,72443,801,April
7/14/2020,MS,37542,862,May
7/14/2020,NY,403175,912,May
7/14/2020,PA,96671,929,October
7/14/2020,MO,28826,936,March
7/14/2020,WA,46693,948,December
7/14/2020,WI,41349,967,April
7/14/2020,OK,21738,993,July
7/14/2020,NV,29619,1104,August
7/14/2020,OH,67995,1142,March
7/14/2020,TN,66788,1514,October
7/14/2020,AL,57255,1710,February
7/14/2020,NC,89484,1956,January
7/14/2020,LA,82042,2215,October
7/14/2020,SC,60389,2221,February
7/14/2020,GA,123963,3394,November
7/14/2020,AZ,128097,4273,October
7/14/2020,CA,336508,7346,February
7/14/2020,FL,291629,9194,May
7/14/2020,TX,275058,10745,August
7/15/2020,MP,36,3,February
7/15/2020,ME,3578,12,May
7/15/2020,VT,1318,13,May
7/15/2020,HI,1264,21,February
7/15/2020,NH,6091,23,October
7/15/2020,WY,1985,34,March
7/15/2020,VI,243,37,June
7/15/2020,AK,1631,52,July
7/15/2020,RI,17640,52,December
7/15/2020,ND,4559,72,August
7/15/2020,DC,11026,80,January
7/15/2020,SD,7652,80,March
7/15/2020,DE,13050,81,June
7/15/2020,CT,47636,106,August
7/15/2020,MT,2096,144,June
7/15/2020,WV,4557,150,December
7/15/2020,MA,112347,217,January
7/15/2020,NM,15514,223,November
7/15/2020,PR,10379,256,September
7/15/2020,OR,13081,276,January
7/15/2020,ID,11718,316,May
7/15/2020,NE,21717,318,March
7/15/2020,NJ,176278,363,February
7/15/2020,UT,30891,413,December
7/15/2020,IA,36291,442,August
7/15/2020,CO,37686,444,June
7/15/2020,KY,20677,454,February
7/15/2020,AR,30297,564,April
7/15/2020,MN,43742,572,February
7/15/2020,IN,53370,685,August
7/15/2020,MD,75016,756,March
7/15/2020,NY,404006,831,December
7/15/2020,WI,42197,848,January
7/15/2020,NV,30468,849,March
7/15/2020,KS,20933,875,June
7/15/2020,MO,29714,888,August
7/15/2020,WA,47655,962,August
7/15/2020,PA,97665,994,August
7/15/2020,MS,38567,1025,May
7/15/2020,MI,78913,1049,January
7/15/2020,OK,22813,1075,September
7/15/2020,VA,73527,1084,February
7/15/2020,IL,157825,1187,March
7/15/2020,OH,69311,1316,June
7/15/2020,NC,91266,1782,February
7/15/2020,AL,59067,1812,October
7/15/2020,SC,62245,1856,April
7/15/2020,LA,84131,2089,November
7/15/2020,TN,69061,2273,April
7/15/2020,AZ,131354,3257,February
7/15/2020,GA,127834,3871,January
7/15/2020,TX,282365,7307,March
7/15/2020,FL,301810,10181,October
7/15/2020,CA,347634,11126,March
7/16/2020,VI,249,6,May
7/16/2020,VT,1325,7,November
7/16/2020,ME,3598,20,February
7/16/2020,NH,6113,22,October
7/16/2020,HI,1292,28,January
7/16/2020,WY,2026,41,March
7/16/2020,SD,7694,42,January
7/16/2020,DC,11076,50,March
7/16/2020,DE,13114,64,January
7/16/2020,RI,17711,71,May
7/16/2020,WV,4657,100,March
7/16/2020,ND,4662,103,September
7/16/2020,CT,47750,114,June
7/16/2020,MT,2231,135,August
7/16/2020,PR,10574,195,March
7/16/2020,NJ,176501,223,September
7/16/2020,MA,112581,234,December
7/16/2020,NE,21979,262,July
7/16/2020,NM,15841,327,April
7/16/2020,AK,2032,401,February
7/16/2020,KY,21083,406,January
7/16/2020,OR,13509,428,February
7/16/2020,CO,38155,469,June
7/16/2020,MN,44347,605,January
7/16/2020,OK,23441,628,June
7/16/2020,MD,75664,648,March
7/16/2020,MO,30422,708,July
7/16/2020,IN,54080,710,March
7/16/2020,ID,12445,727,January
7/16/2020,NY,404775,769,May
7/16/2020,PA,98446,781,April
7/16/2020,AR,31114,817,March
7/16/2020,WA,48480,825,August
7/16/2020,IA,37132,841,July
7/16/2020,VA,74431,904,July
7/16/2020,MI,79839,926,March
7/16/2020,WI,43139,942,April
7/16/2020,UT,31845,954,March
7/16/2020,MS,39797,1230,November
7/16/2020,IL,159082,1257,July
7/16/2020,OH,70601,1290,July
7/16/2020,NV,31915,1447,August
7/16/2020,SC,64083,1838,February
7/16/2020,AL,61088,2021,August
7/16/2020,NC,93426,2160,January
7/16/2020,LA,86411,2280,December
7/16/2020,TN,71540,2479,February
7/16/2020,AZ,134613,3259,June
7/16/2020,GA,131275,3441,September
7/16/2020,CA,356178,8544,June
7/16/2020,TX,292656,10291,April
7/16/2020,FL,315775,13965,October
7/17/2020,VT,1334,9,May
7/17/2020,VI,263,14,January
7/17/2020,HI,1311,19,March
7/17/2020,ME,3636,38,September
7/17/2020,DC,11115,39,February
7/17/2020,WY,2069,43,December
7/17/2020,AK,2081,49,June
7/17/2020,NJ,176551,50,July
7/17/2020,NH,6165,52,July
7/17/2020,RI,17793,82,April
7/17/2020,SD,7789,95,August
7/17/2020,ND,4784,122,April
7/17/2020,WV,4783,126,December
7/17/2020,MT,2366,135,April
7/17/2020,CT,47893,143,June
7/17/2020,NE,22134,155,June
7/17/2020,DE,13337,223,December
7/17/2020,OR,13802,293,November
7/17/2020,NM,16138,297,August
7/17/2020,MA,112879,298,April
7/17/2020,KY,21605,522,June
7/17/2020,PR,11120,546,October
7/17/2020,CO,38726,571,November
7/17/2020,IA,37722,590,June
7/17/2020,AR,31762,648,July
7/17/2020,MN,45013,666,July
7/17/2020,ID,13133,688,December
7/17/2020,OK,24140,699,March
7/17/2020,MD,76371,707,August
7/17/2020,UT,32572,727,July
7/17/2020,IN,54813,733,January
7/17/2020,MI,80593,754,December
7/17/2020,NY,405551,776,September
7/17/2020,MO,31288,866,December
7/17/2020,WA,49358,878,November
7/17/2020,WI,44068,929,September
7/17/2020,VA,75433,1002,January
7/17/2020,KS,21965,1032,March
7/17/2020,MS,40829,1032,August
7/17/2020,PA,99478,1032,March
7/17/2020,NV,33295,1380,August
7/17/2020,IL,160509,1427,June
7/17/2020,OH,72280,1679,November
7/17/2020,SC,66060,1977,April
7/17/2020,AL,63091,2003,November
7/17/2020,NC,95477,2051,August
7/17/2020,LA,88590,2179,August
7/17/2020,TN,73819,2279,October
7/17/2020,GA,135183,3908,April
7/17/2020,AZ,138523,3910,June
7/17/2020,CA,366164,9986,April
7/17/2020,FL,327241,11466,January
7/17/2020,TX,307572,14916,December
7/18/2020,VT,1338,4,October
7/18/2020,ME,3646,10,July
7/18/2020,VI,283,20,June
7/18/2020,HI,1334,23,June
7/18/2020,WY,2108,39,December
7/18/2020,SD,7862,73,May
7/18/2020,AK,2159,78,March
7/18/2020,DC,11194,79,September
7/18/2020,DE,13429,92,April
7/18/2020,MT,2471,105,February
7/18/2020,WV,4894,111,August
7/18/2020,ND,4900,116,April
7/18/2020,IA,37907,185,September
7/18/2020,NE,22361,227,February
7/18/2020,NJ,176814,263,February
7/18/2020,NM,16456,318,April
7/18/2020,PR,11453,333,October
7/18/2020,OR,14149,347,June
7/18/2020,MA,113238,359,July
7/18/2020,MN,45470,457,February
7/18/2020,WA,49882,524,August
7/18/2020,KY,22184,579,April
7/18/2020,CO,39344,618,May
7/18/2020,ID,13752,619,March
7/18/2020,MI,81338,745,April
7/18/2020,NY,406305,754,December
7/18/2020,UT,33332,760,March
7/18/2020,PA,100241,763,September
7/18/2020,MD,77206,835,May
7/18/2020,IN,55654,841,September
7/18/2020,OK,25056,916,May
7/18/2020,VA,76373,940,January
7/18/2020,MO,32248,960,July
7/18/2020,MS,41846,1017,October
7/18/2020,WI,45099,1031,July
7/18/2020,NV,34477,1182,December
7/18/2020,IL,161785,1276,July
7/18/2020,OH,73822,1542,April
7/18/2020,SC,67612,1552,March
7/18/2020,AL,65234,2143,October
7/18/2020,NC,97958,2481,December
7/18/2020,TN,76336,2517,April
7/18/2020,AZ,141265,2742,November
7/18/2020,GA,139872,4689,December
7/18/2020,CA,375363,9199,March
7/18/2020,TX,317730,10158,September
7/18/2020,FL,337569,10328,December
7/19/2020,VT,1350,12,June
7/19/2020,VI,297,14,December
7/19/2020,WY,2126,18,August
7/19/2020,HI,1354,20,October
7/19/2020,NH,6203,38,July
7/19/2020,ME,3687,41,April
7/19/2020,SD,7906,44,May
7/19/2020,MT,2533,62,March
7/19/2020,DC,11261,67,December
7/19/2020,DE,13519,90,October
7/19/2020,ND,5013,113,May
7/19/2020,AK,2277,118,October
7/19/2020,NE,22481,120,July
7/19/2020,WV,5042,148,June
7/19/2020,OK,25265,209,May
7/19/2020,NM,16736,280,September
7/19/2020,MA,113534,296,January
7/19/2020,WA,50216,334,August
7/19/2020,OR,14579,430,February
7/19/2020,CO,39788,444,August
7/19/2020,NY,406807,502,April
7/19/2020,MI,81868,530,September
7/19/2020,ID,14302,550,January
7/19/2020,PR,12063,610,August
7/19/2020,MN,46204,734,May
7/19/2020,AR,32533,771,February
7/19/2020,UT,34117,785,May
7/19/2020,PA,101027,786,April
7/19/2020,MS,42638,792,June
7/19/2020,IA,38723,816,June
7/19/2020,MO,33094,846,January
7/19/2020,WI,45948,849,December
7/19/2020,IN,56571,917,October
7/19/2020,MD,78131,925,January
7/19/2020,IL,162750,965,August
7/19/2020,KY,23161,977,September
7/19/2020,VA,77430,1057,January
7/19/2020,OH,74932,1110,January
7/19/2020,NV,35765,1288,July
7/19/2020,AL,67011,1777,July
7/19/2020,TN,78115,1779,July
7/19/2020,NC,99778,1820,January
7/19/2020,AZ,143624,2359,June
7/19/2020,SC,69986,2374,September
7/19/2020,LA,91706,3116,June
7/19/2020,GA,143123,3251,January
7/19/2020,TX,325030,7300,January
7/19/2020,CA,384692,9329,August
7/19/2020,FL,350047,12478,April
7/20/2020,GU,319,4,October
7/20/2020,VI,304,7,May
7/20/2020,VT,1360,10,October
7/20/2020,ME,3711,24,April
7/20/2020,HI,1381,27,April
7/20/2020,SD,7943,37,October
7/20/2020,WY,2187,61,June
7/20/2020,DC,11339,78,February
7/20/2020,MT,2621,88,September
7/20/2020,WV,5142,100,July
7/20/2020,NE,22583,102,October
7/20/2020,ND,5120,107,June
7/20/2020,RI,17904,111,May
7/20/2020,AK,2414,137,April
7/20/2020,CT,48055,162,January
7/20/2020,OK,25433,168,August
7/20/2020,NJ,176963,180,November
7/20/2020,NM,16971,235,September
7/20/2020,KY,23414,253,February
7/20/2020,MA,113789,255,August
7/20/2020,OR,14847,268,October
7/20/2020,CO,40142,354,April
7/20/2020,PR,12461,398,December
7/20/2020,UT,34526,409,September
7/20/2020,IA,39166,443,January
7/20/2020,NY,407326,519,June
7/20/2020,MI,82395,527,July
7/20/2020,MO,33624,530,July
7/20/2020,MD,78685,554,January
7/20/2020,ID,14873,571,June
7/20/2020,IN,57206,635,June
7/20/2020,PA,101738,711,April
7/20/2020,WI,46675,727,February
7/20/2020,MN,47107,903,June
7/20/2020,VA,78375,945,January
7/20/2020,NV,36713,948,May
7/20/2020,WA,51206,990,February
7/20/2020,IL,163923,1173,January
7/20/2020,OH,76168,1236,March
7/20/2020,MS,43889,1251,March
7/20/2020,NC,101046,1268,November
7/20/2020,KS,23334,1369,January
7/20/2020,AR,33927,1394,November
7/20/2020,SC,71445,1459,November
7/20/2020,AZ,145183,1559,March
7/20/2020,TN,79754,1639,December
7/20/2020,AL,68891,1880,April
7/20/2020,GA,145575,2452,October
7/20/2020,LA,94892,3186,October
7/20/2020,CA,391538,6846,February
7/20/2020,TX,332434,7404,March
7/20/2020,FL,360394,10347,December
7/21/2020,VI,308,4,March
7/21/2020,VT,1366,6,October
7/21/2020,GU,327,8,July
7/21/2020,HI,1393,12,May
7/21/2020,ME,3723,12,June
7/21/2020,CT,48096,41,August
7/21/2020,NH,6249,46,May
7/21/2020,WY,2238,51,October
7/21/2020,WV,5199,57,October
7/21/2020,SD,8019,76,November
7/21/2020,ND,5202,82,September
7/21/2020,RI,17986,82,May
7/21/2020,DC,11427,88,December
7/21/2020,MT,2712,91,January
7/21/2020,AK,2525,111,November
7/21/2020,DE,13746,227,August
7/21/2020,MA,114033,244,September
7/21/2020,NM,17215,244,May
7/21/2020,NE,22847,264,December
7/21/2020,OR,15139,292,February
7/21/2020,NJ,177256,293,October
7/21/2020,IA,39474,308,January
7/21/2020,MN,47457,350,December
7/21/2020,ID,15266,393,January
7/21/2020,CO,40566,424,February
7/21/2020,PR,12940,479,June
7/21/2020,UT,35012,486,August
7/21/2020,KY,24060,646,January
7/21/2020,MI,83059,664,June
7/21/2020,IN,57916,710,March
7/21/2020,AR,34655,728,December
7/21/2020,NV,37528,815,March
7/21/2020,NY,408181,855,January
7/21/2020,MD,79545,860,August
7/21/2020,OK,26326,893,February
7/21/2020,IL,164878,955,October
7/21/2020,VA,79371,996,July
7/21/2020,PA,102765,1027,September
7/21/2020,OH,77215,1047,September
7/21/2020,WA,52290,1084,January
7/21/2020,MO,34762,1138,August
7/21/2020,WI,47836,1161,October
7/21/2020,AL,70358,1467,April
7/21/2020,MS,45524,1635,August
7/21/2020,LA,96583,1691,December
7/21/2020,NC,102861,1815,July
7/21/2020,SC,73337,1892,October
7/21/2020,TN,81944,2190,July
7/21/2020,GA,148988,3413,June
7/21/2020,AZ,148683,3500,January
7/21/2020,CA,400769,9231,July
7/21/2020,TX,341739,9305,February
7/21/2020,FL,369834,9440,August
7/22/2020,GU,330,3,February
7/22/2020,WV,5206,7,September
7/22/2020,VI,320,12,September
7/22/2020,NH,6262,13,June
7/22/2020,HI,1418,25,August
7/22/2020,DE,13792,46,February
7/22/2020,WY,2288,50,September
7/22/2020,SD,8077,58,June
7/22/2020,RI,18062,76,August
7/22/2020,AK,2619,94,July
7/22/2020,PR,13038,98,December
7/22/2020,MT,2813,101,August
7/22/2020,DC,11529,102,December
7/22/2020,CT,48223,127,December
7/22/2020,ND,5361,159,September
7/22/2020,OR,15393,254,April
7/22/2020,MA,114320,287,January
7/22/2020,NM,17517,302,May
7/22/2020,IA,39793,319,December
7/22/2020,NE,23190,343,May
7/22/2020,NJ,177645,389,December
7/22/2020,KY,24540,480,July
7/22/2020,CO,41059,493,August
7/22/2020,MN,47961,504,December
7/22/2020,ID,15822,556,December
7/22/2020,UT,35578,566,September
7/22/2020,AR,35246,591,October
7/22/2020,MD,80172,627,April
7/22/2020,PA,103396,631,February
7/22/2020,MI,83730,671,December
7/22/2020,NY,408886,705,June
7/22/2020,WI,48583,747,October
7/22/2020,IN,58673,757,August
7/22/2020,KS,24104,770,August
7/22/2020,OK,27301,975,January
7/22/2020,WA,53306,1016,April
7/22/2020,VA,80393,1022,September
7/22/2020,NV,38657,1129,October
7/22/2020,MO,36063,1301,June
7/22/2020,AL,71813,1455,July
7/22/2020,OH,78742,1527,February
7/22/2020,MS,47071,1547,April
7/22/2020,IL,166476,1598,September
7/22/2020,SC,75042,1705,October
7/22/2020,AZ,150609,1926,August
7/22/2020,NC,105001,2140,August
7/22/2020,TN,84417,2473,September
7/22/2020,LA,99354,2771,June
7/22/2020,GA,152302,3314,August
7/22/2020,FL,379619,9785,February
7/22/2020,TX,351618,9879,October
7/22/2020,CA,413576,12807,June
7/23/2020,GU,332,2,March
7/23/2020,CT,48232,9,April
7/23/2020,VT,1377,11,August
7/23/2020,ME,3737,14,October
7/23/2020,VI,336,16,November
7/23/2020,HI,1435,17,November
7/23/2020,NH,6295,33,June
7/23/2020,DC,11571,42,September
7/23/2020,WY,2347,59,October
7/23/2020,AK,2684,65,July
7/23/2020,SD,8143,66,June
7/23/2020,RI,18148,86,January
7/23/2020,MT,2910,97,April
7/23/2020,ND,5486,125,August
7/23/2020,DE,13924,132,May
7/23/2020,NJ,177887,242,August
7/23/2020,NE,23486,296,October
7/23/2020,NM,17828,311,October
7/23/2020,OR,15713,320,November
7/23/2020,MA,114647,327,December
7/23/2020,WV,5550,344,February
7/23/2020,PR,13473,435,October
7/23/2020,ID,16322,500,February
7/23/2020,UT,36099,521,January
7/23/2020,KY,25147,607,November
7/23/2020,CO,41698,639,June
7/23/2020,MD,80836,664,February
7/23/2020,OK,27969,668,July
7/23/2020,MI,84431,701,September
7/23/2020,MN,48721,760,July
7/23/2020,NY,409697,811,April
7/23/2020,IA,40634,841,July
7/23/2020,VA,81237,844,September
7/23/2020,WA,54177,871,January
7/23/2020,IN,59602,929,December
7/23/2020,PA,104358,962,July
7/23/2020,MS,48053,982,October
7/23/2020,AR,36259,1013,March
7/23/2020,WI,49669,1086,March
7/23/2020,NV,39919,1262,November
7/23/2020,OH,80186,1444,August
7/23/2020,SC,76606,1564,October
7/23/2020,IL,168100,1624,December
7/23/2020,MO,37700,1637,May
7/23/2020,NC,106893,1892,January
7/23/2020,LA,101650,2296,November
7/23/2020,AZ,152944,2335,August
7/23/2020,AL,74212,2399,August
7/23/2020,TN,86987,2570,January
7/23/2020,GA,156588,4286,July
7/23/2020,TX,361125,9507,December
7/23/2020,FL,389868,10249,November
7/23/2020,CA,425616,12040,April
7/24/2020,GU,337,5,January
7/24/2020,VT,1385,8,February
7/24/2020,ME,3757,20,November
7/24/2020,NH,6318,23,October
7/24/2020,HI,1490,55,June
7/24/2020,SD,8200,57,November
7/24/2020,WY,2405,58,June
7/24/2020,AK,2748,64,August
7/24/2020,RI,18224,76,December
7/24/2020,DC,11649,78,October
7/24/2020,ND,5608,122,June
7/24/2020,MT,3039,129,December
7/24/2020,WV,5695,145,November
7/24/2020,DE,14202,278,March
7/24/2020,NE,23818,332,October
7/24/2020,NM,18163,335,June
7/24/2020,MA,114985,338,November
7/24/2020,OR,16104,391,January
7/24/2020,ID,16736,414,September
7/24/2020,NJ,178345,458,September
7/24/2020,PR,13967,494,December
7/24/2020,CT,48776,544,April
7/24/2020,CO,42314,616,July
7/24/2020,IA,41271,637,November
7/24/2020,MI,85072,641,September
7/24/2020,NY,410450,753,November
7/24/2020,MN,49488,767,February
7/24/2020,KY,25931,784,August
7/24/2020,WA,54970,793,August
7/24/2020,UT,36962,863,December
7/24/2020,MD,81766,930,May
7/24/2020,NV,40885,966,May
7/24/2020,AR,37249,990,May
7/24/2020,IN,60598,996,November
7/24/2020,KS,25109,1005,July
7/24/2020,WI,50727,1058,December
7/24/2020,VA,82364,1127,July
7/24/2020,OK,29116,1147,October
7/24/2020,PA,105571,1213,July
7/24/2020,OH,81746,1560,June
7/24/2020,IL,169699,1599,August
7/24/2020,MS,49663,1610,August
7/24/2020,MO,39352,1652,September
